46,ACCU CHEK INSTANT KIT         1PCS,2,1
47,ACCU SURE STRIPS              25PCS,2,1
48,ACCUCHEK BLOOD LANCET 25      25 LANCETS,2,1
49,ACCUZON 1GM VIAL              1VIAL,3,1
50,ACE PROXYVON CR TAB           1*10TAB,4,1
51,ACE PROXYVON GEL              30GM,1,1
52,ACE PROXYVON TAB              1*10TAB,9,3
53,ACE PROXYVON TH 4MG TAB       1*10TAB,1,1
54,ACE PROXYVON TH 8MG TAB       1*10TAB,1,1
55,ACECLO 100MG TAB              1*10TAB,9,3
56,ACECLO MR                     1*10TAB,3,1
57,ACECLO PLUS TAB               1*15TAB,17,5
58,ACECLO SERA TAB               1*10TAB,19,5
59,ACECLO SPAS TAB               1*10TAB,6,2
60,ACECLO SR TAB                 1*10TAB,4,1
61,ACEGABA ME 300 TAB            1*10TAB,2,1
62,ACEGABA NT 400 TAB            1*15TAB,15,4
63,ACELEAD SP TAB                1X10,1,1
64,ACEMIZ MR TAB                 1*10TAB,3,1
65,ACEMIZ PLUS TAB               1*10TAB,7,2
66,ACEMYOSET TAB                 1X10,15,4
67,ACEMYOSET-P TAB               1X10,2,1
68,ACENAC MR TAB                 1*10TAB,4,1
69,ACENAC P TAB                  1*10TAB,2,1
70,ACERON MR 4MG TAB             1*10TAB,3,1
71,ACETA P TAB                   1*10TAB,19,5
72,ACILOC 150MG TAB              1*30TAB,194,49
73,ACILOC 300MG TAB              1*20TAB,158,40
74,ACILOC INJ                    1*2ML,27,7
75,ACILOC RD TAB                 1*15TAB,38,10
76,ACINIL SYRUP                  120ML,0,0
77,ACITROM 1MG TAB               1*30TAB,1,1
78,ACITROM 2MG TAB               1*30TAB,8,2
79,ACITROM 3MG TAB               1*30TAB,3,1
80,ACITROM 4MG TAB               1*30TAB,6,2
81,ACIVIR 400 DT TAB             1*5TAB,13,4
82,ACIVIR 500MG VAIL             1VAIL,15,4
83,ACIVIR 800 DT TAB             1*5TAB,34,9
84,ACIVIR CREAM                  10GM,3,1
85,ACMED FACE WASH               70GM,2,1
86,ACMIST CREAM                  50GM,1,1
87,ACNE UV GEL SPF 30            60GM,2,1
88,ACNE UV GEL SPF 50            50GM,1,1
89,ACNECAV-ZN F/WASH             100ML,1,1
90,ACNEDAP GEL                   15GM,1,1
91,ACNEFITE CREAM                25GM,8,2
92,ACNESILK F/WASH               150ML,4,1
93,ACNESTAR GEL                  22GM,3,1
94,ACNOVATE SOAP                 1*75G,4,1
95,ACOTRUST 100MG TAB            1*15TAB,2,1
96,ACROTAC 10MG CAP              1*20CAP,1,1
97,ACROTAC 25MG CAP              1*20CAP,1,1
98,ACTAPRO 100MG TAB             1*15TAB,7,2
99,ACTAPRO OD TAB                1*10TAB,3,1
100,ACTIBILE 300MG TAB            1*10TAB,38,10
101,ACTIBILE 75MG TAB             1*10TAB,1,1
102,ACTIGUT CAP                   1*10CAP,1,1
103,ACTILIFE LIQUID               200ML,3,1
104,ACTIVISION CAP                1*10CAP,6,2
105,ACTON OR TAB                  1*10TAB,1,1
106,ACTON PROLONGATUM             1VAIL,2,1
107,ACTRAPID FLEXPEN              3ML,3,1
108,ACTRAPID HM PENFIL            3ML,10,3
109,ACUCAL TAB                    1*10TAB,9,3
110,ACULIP H TAB                  1*20TAB,1,1
111,ACUPAT EYE DROP               5ML,1,1
112,ACUTRET 20MG CAP              1*10CAP,5,2
113,ACYTINE TAB                   1*10TAB,7,2
114,AD VITAMIN OIL                1*340ML,12,3
115,AD VITAMIN OIL                100ML,6,2
116,AD VITAMIN OIL                500ML,5,2
117,ADBROM EYE DROP               5ML,1,1
118,ADDGARD OD TAB                1*10TAB,22,6
119,ADGAIN PLUS                   1X30,4,1
120,ADGAIN PLUS CAP               1*10CAP,1,1
121,ADIPAM 10MG TAB               1*10TAB,9,3
122,ADIPAM PLUS TAB               1*10TAB,33,9
123,ADLIV FORTE CAP               1*10CAP,8,2
124,ADLIV SYRUP                   200ML,1,1
125,ADMENTA 10MG TAB              1*10TAB,1,1
126,ADMENTA 5MG TAB               1*10TAB,6,2
127,ADOBE 10MG TAB                1*10TAB,1,1
128,ADULT DIAPER(L)               1X10,6,2
129,ADULT EX. CARE L              1*10,4,1
130,ADULT EX. CARE M              1*10,8,2
131,ADULT LIFREE PANTS (L)        10PIC,4,1
132,ADULT LIFREE PANTS (M)        10PCS,1,1
133,ADULT PANT (XL)               1X10,2,1
134,ADULT PANT BONECAM L/XL       1*10,3,1
135,ADULT PANT BONECAM M/L        1*10,6,2
136,ADULT PANT BONECAM XL/XXL     1*10,7,2
137,ADULT PANT L                  10PCS,4,1
138,ADULT PANT(L)                 1X10,2,1
139,ADULT PANTS L                 1*10PCS,1,1
140,ADVASTAT CV 10 CAP            1*10CAP,15,4
141,ADVENT DROP                   10ML,1,1
142,ADVOG M 0.3MG TAB             1*10TAB,24,6
143,ADYLIN OD TAB                 1*10TAB,13,4
144,AEROCORT FORTE ROTACAP        30CAP,32,8
145,AEROCORT INHALER              1PCS,34,9
146,AEROCORT ROTACAP              60CAP,6,2
147,AERODIL SYRUP                 100ML,5,2
148,AEROTROP INHALER              1PCS,4,1
149,AF 150MG TAB                  1TAB,25,7
150,AF 300MG TAB                  1TAB,1,1
151,AF 400MG TAB                  1*1TAB,20,5
152,AFCORT 6MG TAB                1*10TAB,13,4
153,AFDURA TAB                    1*10TAB,6,2
154,AFOGLIP M 1000                1*15TAB,7,2
155,AFOGLIP M 20/500MG TAB        1*15TAB,18,5
156,AFOGLIP TAB                   1*10TAB,8,2
157,AFORTE TAB                    1XX60,6,2
158,AGELESS TAB                   1*10,9,3
159,AGLIM MF 1MG TAB              1*10TAB,38,10
160,AGLOZYME C SYP                200ML,4,1
161,AGLOZYME SYRUP                200ML,4,1
162,AGMACAL CT TAB                1*10TAB,9,3
163,AGOPREX 25MG TAB              1*10TAB,10,3
164,AHAGLOW FACE WASH             100GM,5,2
165,AHAGLOW FACE WASH             50GM,5,2
166,AHAGLOW S FACE WASH           60ML,3,1
167,AIM 7-60 XR                   1X15,12,3
168,AIR BED POCT                  1PCS,4,1
169,AIR-M TAB.                    1*10TAB,2,1
170,AIRTEC SF 250MG ROTACAP       30CAP,4,1
171,AIRZ F CAP                    1*30CAP,8,2
172,AIRZ ROTACAP                  30CAP,2,1
173,AJADUO 10/5MG TAB             1*10TAB,3,1
174,AJADUO 25/5MG TAB             1*10TAB,5,2
175,AKT 2 TAB                     1*10TAB,15,4
176,AKT 3 KIT                     1KIT,137,35
177,AKT 4 KIT                     1KIT,158,40
178,AKURIT 3MG TAB                1*10TAB,64,16
179,AKURIT 4MG TAB                1*10TAB,85,22
180,ALAMIN M FORTE CAP            1*10CAP,12,3
181,ALAMIN SN INJ                 200ML,4,1
182,ALATRO 80MG TAB               1*10TAB,3,1
183,ALBUCEL 20%                   100ML,1,1
184,ALBUCEL LS 20%                100ML,3,1
185,ALBUREL 20% SOLUTION          100ML,15,4
186,ALCAREX EYE DROPS             1PCS,1,1
187,ALCIPRO 500MG TAB             1*10TAB,3,1
188,ALCROS 100 CAP                1*10CAP,1,1
189,ALCROS-200 CAPS               1X10,1,1
190,ALDACTONE 25MG TAB            1*15TAB,17,5
191,ALDACTONE 50MG TAB            1*15TAB,15,4
192,ALDAY 10MG TAB                1*10TAB,12,3
193,ALDEP 10MG TAB                1*10TAB,3,1
194,ALDEP 25MG TAB                1*15TAB,8,2
195,ALDIGESIC P TAB               1*15TAB,16,4
196,ALDO 5MG TAB                  1*10TAB,2,1
197,ALDO-AT 50MG TAB              1*10TAB,2,1
198,ALDONIL OD TAB                1*10TAB,3,1
199,ALDOSMIN 1000 TAB             1*10TAB,5,2
200,ALDOSMIN 500 TAB              1*10TAB,2,1
201,ALENSOL-D TAB                 1*4TAB,3,1
202,ALERFIX TOTAL TAB             1*15TAB,3,1
203,ALEVA CREAM                   70GM,1,1
204,ALEVA FACE WASH               70GM,3,1
205,ALEVO 250MG TAB               1*10TAB,2,1
206,ALEVO 500MG TAB               1*10TAB,8,2
207,ALEVO 750MG TAB               1*10TAB,1,1
208,ALEX DROP                     15ML,4,1
209,ALEX LOZENGES TAB             1*10TAB,4,1
210,ALEX SYRUP                    100ML,27,7
211,ALEX SYRUP (S.F)              100ML,22,6
212,ALFA GPC PASTILLES            1*10TAB,5,2
213,ALFA MAXICAL CAP              1*10CAP,6,2
214,ALFALOG TAB                   1*10TAB,1,1
215,ALFOO 10MG TAB                1*30TAB,9,3
216,ALFUSIN 10MG TAB              1*15TAB,11,3
217,ALFUSIN D TAB                 1*15TAB,10,3
218,ALGESIA CR                    1X10,2,1
219,ALGYMIN TAB                   1*10TAB,18,5
220,ALIVHER TAB                   1*10TAB,9,3
221,ALIZAP TAB                    1X10,2,1
222,ALKACITRON SYRUP              100ML,22,6
223,ALKACITRON SYRUP              450ML,5,2
224,ALKAMAX MB6 SUSP              200ML,1,1
225,ALKASHOT B6 SYP               200ML,5,2
226,ALKASOL SYRUP                 100ML,4,1
227,ALKASOL SYRUP                 200ML,14,4
228,ALKASOL SYRUP                 450ML,13,4
229,ALKASTON B6 SYRUP             200ML,3,1
230,ALKEMDRYL SYP                 100ML,1,1
231,ALKEPIN ODT 200 TAB           1*10TAB,6,2
232,ALKEPIN ODT 25MG TAB          1*10TAB,12,3
233,ALKEPIN ODT-100               1X10,2,1
234,ALKEPIN ODT-50                1X10,42,11
235,ALL 9 D CAP                   1*10CAP,14,4
236,ALLEGRA 120MG TAB             1*10TAB,13,4
237,ALLEGRA 180MG TAB             1*10TAB,14,4
238,ALLEGRA M TAB                 1*10TAB,13,4
239,ALLEGRA NASAL SPRAY           1*6G,1,1
240,ALLEGRA SYP                   100ML,6,2
241,ALLINZYME SYP                 200ML,5,2
242,ALLSTAR PEN INSULIN           1PCS,1,1
243,ALLY 10MG TAB                 1*10TAB,2,1
244,ALMA F                        1X10TAB,1,1
245,ALMAPROL 50MG TAB             1*10TAB,8,2
246,ALMAPROL AM TAB               1*10TAB,3,1
247,ALMITAK 10MG TAB              1*10TAB,23,6
248,ALMITAK 25MG TAB              1*10TAB,17,5
249,ALMOTAN 6.25 TAB              1*4TAB,6,2
250,ALMOX 500MG CAP               1*10CAP,14,4
251,ALNITRO 2.6MG TAB             30TAB,10,3
252,ALOGRACE CREAM                50GM,8,2
253,ALOJA 25                      1X10,18,5
254,ALPHADOL 0.25MG CAP           1*10CAP,15,4
255,ALPHAGAN P EYE DROP           5ML,3,1
256,ALPHAGAN Z DROP               5ML,6,2
257,ALPRAX 0.25MG TAB             1*15TAB,18,5
258,ALPRAX 0.5MG TAB              1*15TAB,18,5
259,ALPRO 0.25MG TAB              1*10TAB,13,4
260,ALPRO 0.5MG TAB               1*10TAB,20,5
261,ALPROVIT ACTIVE               200G,4,1
262,ALPROVIT POWDER               225GM,7,2
263,ALSARTAN 50MG TAB             1*10TAB,6,2
264,ALSARTAN H TAB                1*10TAB,1,1
265,ALTONIL PLUS 5 TAB            1*15TAB,1,1
266,ALTONIL-3                     1X15,7,2
267,ALTONIL-5                     1X15,10,3
268,ALTRADAY CAP                  1*10CAP,10,3
269,ALVELA 400MG TAB              1*3TAB,1,1
270,ALXTRIO-25 TAB                1*10TAB,3,1
271,ALZERO M TAB                  1*15TAB,2,1
272,ALZIL 5MG TAB                 1*10TAB,12,3
273,ALZIL M 10MG TAB              1*10TAB,21,6
274,ALZIL M 5MG TAB               1*10TAB,60,15
275,ALZOLAM 0.25MG TAB            1*10TAB,5,2
276,ALZOLAM 0.5MG TAB             1*10TAB,1,1
277,AMANTREL CAP                  1*15CAP,11,3
278,AMARYL 1MG TAB                1*30TAB,21,6
279,AMARYL 2MG TAB                1*30TAB,36,9
280,AMARYL 3MG TAB                1*30TAB,3,1
281,AMARYL M 1 FORTE TAB          1*15TAB,2,1
282,AMARYL M 1MG TAB              1*20TAB,51,13
283,AMARYL M 2 MG TAB             1X20TAB,12,3
284,AMARYL MV 1MG TAB             1*15TAB,5,2
285,AMARYL MV 2MG TAB             1*15TAB,20,5
286,AMAZEO 200MG TAB              1*10TAB,6,2
287,AMAZEO OD 200MG TAB           1*10TAB,3,1
288,AMAZEO OD 400MG TAB           1*10TAB,3,1
289,AMBISTRYN S 1GM INJ           1VIAL,20,5
290,AMBRODIL LX SYRUP             100ML,5,2
291,AMBRODIL PLUS SYP             100ML,6,2
292,AMBRODIL S SYP                100ML,6,2
293,AMBRODIL SYRUP                100ML,4,1
294,AMBRODIL XP CAP               1*10CAP,6,2
295,AMBROLITE LEVO LIQUID         100ML,2,1
296,AMCARD AT TAB                 1*15TAB,4,1
297,AMCHEK 5MG                    10 TAB,10,3
298,AMDEPIN 2.5MG TAB             1*15TAB,12,3
299,AMEOX-25                      1X10,28,7
300,AMETO G1 TAB                  1*15TAB,1,1
301,AMETO G2 TAB                  1*15TAB,1,1
302,AMETO GP2 TAB                 1*10TAB,4,1
303,AMFENAC PF E/D                5ML,1,1
304,AMICLINE PLUS TAB             1*10TAB,1,1
305,AMICOBAL TAB                  1*10TAB,6,2
306,AMIDAY 10                     1X10,20,5
307,AMIDE 100MG TAB               1*10TAB,5,2
308,AMIFRU 40MG TAB               1*10TAB,23,6
309,AMIGAL 100MG TAB              1*10TAB,9,3
310,AMIGAL 200MG TAB              1*10TAB,9,3
311,AMIGAL 300 TAB                1*10TAB,27,7
312,AMIGAL 50MG TAB               1*10TAB,24,6
313,AMIGOLD 200                   10 Tabs,0,0
314,AMILEAD 10MG TAB              1*10TAB,10,3
315,AMILEAD H TAB                 1*10TAB,9,3
316,AMILEAD PLUS TAB              1*10TAB,2,1
317,AMINOVEN INFANT 10% IV        100ML,2,1
318,AMIS 100 TAB                  1*10TAB,5,2
319,AMIS 200 TAB                  1*10TAB,3,1
320,AMISANT 100MG TAB             1*10TAB,3,1
321,AMISANT 200MG TAB             1*10TAB,23,6
322,AMISANT 50                    10 TABL,4,1
323,AMITAX 250MG INJ              2ML,5,2
324,AMITAX 500MG INJ              2ML,2,1
325,AMITONE 10MG TAB              1*10TAB,69,18
326,AMITONE 25MG TAB              1*10TAB,36,9
327,AMITONE PLUS TAB              1*10TAB,2,1
328,AMITRYN 25MG TAB              1*30TAB,4,1
329,AMITRYN 75MG TAB              1*10TAB,6,2
330,AMITRYN C PLUS TAB            1*10TAB,2,1
331,AMIXIDE  TAB                  1*10TAB,3,1
332,AMIXIDE H TAB                 1*10TAB,64,16
333,AMLIP AT TAB                  1X10,2,1
334,AMLODAC 10MG TAB              1*30TAB,1,1
335,AMLODAC 2.5MG TAB             1*30TAB,4,1
336,AMLODAC 5MG TAB               1*30TAB,22,6
337,AMLODAC AT TAB                1*15TAB,1,1
338,AMLODAC CH TAB                1*10TAB,5,2
339,AMLODAC M 25 TAB              1*10TA,-2,0
340,AMLODAC M TAB                 1*15TAB,1,1
341,AMLOGARD 5MG TAB              1*30TAB,2,1
342,AMLOKIND 10MG TAB             1*10TAB,11,3
343,AMLOKIND 2.5MG TAB            1*30TAB,15,4
344,AMLOKIND 5MG TAB              1*15TAB,144,36
345,AMLOKIND AT TAB               1X15TAB,182,46
346,AMLOKIND BETA 50 TAB          1*10TAB,8,2
347,AMLOKIND H TAB                1*10TAB,9,3
348,AMLOKIND L TAB                1*10TAB,58,15
349,AMLONG 10MG TAB               1*15TAB,2,1
350,AMLONG 2.5MG TAB              1*15TAB,7,2
351,AMLONG 5MG TAB                1X14TAB,31,8
352,AMLONG A TAB                  1*10TAB,1,1
353,AMLONG H TAB                  1*15TAB,2,1
354,AMLONG MT 25MG TAB            1*7TAB,8,2
355,AMLONG MT 50MG TAB            1*7TAB,3,1
356,AMLOPIN 2.5MG TAB             1*10TAB,2,1
357,AMLOPIN 5MG TAB               1*10TAB,19,5
358,AMLOPIN M TAB                 1*10TAB,9,3
359,AMLOPRES 10MG TAB             1*10TAB,6,2
360,AMLOPRES 5                    1*30,33,9
361,AMLOPRES AT 25MG TAB          1*15TAB,3,1
362,AMLOPRES AT TAB               1*15TAB,41,11
363,AMLOPRES TL TAB               1*15TAB,2,1
364,AMLOSAFE 10MG TAB             1*10TAB,22,6
365,AMLOSAFE 2.5MG TAB            1*15TAB,80,20
366,AMLOSAFE 3 D TAB              1*7TAB,90,23
367,AMLOSAFE 5MG TAB              1*15TAB,237,60
368,AMLOSAFE AT TAB               1*15TAB,130,33
369,AMLOSAFE H TAB                1*10TAB,23,6
370,AMLOSAFE LS 5/5MG TAB         1*10TAB,11,3
371,AMLOSAFE MT 50MG TAB          1*10TAB,44,11
372,AMLOSAFE TM 40MG TAB          1*10TAB,88,22
373,AMLOSAFE TM 80MG TAB          1*10TAB,14,4
374,AMLOVAS 10MG TAB              1*15TAB,4,1
375,AMLOVAS 2.5MG TAB             1*15TAB,3,1
376,AMLOVAS 5MG TAB               1*15TAB,41,11
377,AMLOVAS AT TAB                1*15TAB,19,5
378,AMLOVAS L TAB                 1*15TAB,3,1
379,AMLOVAS M 2.5/25MG TAB        1*10TAB,1,1
380,AMLOVAS M 5/25MG TAB          1*10TAB,22,6
381,AMLOVAS M 5/50MG TAB          1*10TAB,36,9
382,AMLOVAS XM 5/50 TAB           1*10TAB,4,1
383,AMLOZ L TAB                   1*10TAB,3,1
384,AMLOZ-2.5MG TAB               1*30TAB,3,1
385,AMLOZAAR TAB                  1*10TAB,47,12
386,AMLYCURE DS CAP               1*20CAP,3,1
387,AMLYCURE DS SYRUP             200ML,2,1
388,AMNAC EYE DROP                5ML,1,1
389,AMODEP 5MG TAB                1*14TAB,13,4
390,AMODEP AT TAB                 1*14TAB,17,5
391,AMONT F TAB                   1*10TAB,8,2
392,AMOXYCLAV 625MG TAB           1*10TAB,73,19
393,AMPANEL 2 TAB                 1*10TAB,25,7
394,AMPILOX CAP                   1*15CAP,14,4
395,AMPILOX DS TAB                1*10TAB,1,1
396,AMPOXIN CV 625                1*10TAB,1,1
397,AMPRACORT TAB*                1X10,25,7
398,AMROBRUT CREAM                25G,2,1
399,AMROLSTAR CREAM               1X50G,1,1
400,AMROLSTAR CREAM               30GM,3,1
401,AMROLSTAR NAIL LACQUER        1*2.5MG,1,1
402,AMTAS 2.5MG TAB               1*30TAB,4,1
403,AMTAS AT 25MG TAB             1*15TAB,17,5
404,AMTAS AT TAB                  1*15TAB,9,3
405,AMTAS E TAB                   1*15TAB,20,5
406,AMTAS M 50MG TAB              1*15TAB,3,1
407,AMTAS-5MG TAB                 1*30TAB,12,3
408,AMY 10MG TAB                  1*10TAB,8,2
409,AMY 25MG TAB                  1*10TAB,20,5
410,AMYCORDIAL SYP                1*450ML,1,1
411,AMYRON SYRUP                  200 ML,2,1
412,ANABOOM AD SHAMPOO            1*100M,2,1
413,ANABOOM SHAMPOO               100ML,2,1
414,ANAFLAM TH 4MG TAB            1*10TAB,3,1
415,ANAFORTAN INJ                 2ML,10,3
416,ANAFORTAN TAB                 1*15TAB,18,5
417,ANAGEN GROW                   100ML,29,8
418,ANAPROCT CAP                  24CAP,2,1
419,ANASURE 2% SOLU               1*60ML,1,1
420,ANASURE 5% LOT.               1*60ML,1,1
421,ANDER D3 60K CAP              1*4CAP,8,2
422,ANDER XT TAB                  1*10TAB,12,3
423,ANDER XT TOTAL TAB            1*10TAB,7,2
424,ANDERCID D TAB                1*10TAB,2,1
425,ANDERCORT 6MG TAB             1*10TAB,5,2
426,ANDERPLUS CAP                 1*10CAP,3,1
427,ANDOL LA INJ.                 1ML,4,1
428,ANEXAZOL TAB                  1*1TAB,42,11
429,ANEXCAL TAB                   1*10,11,3
430,ANGICHEK TAB                  1*10TAB,10,3
431,ANGIFIX 2.6MG TAB             1*10TAB,80,20
432,ANGIFIX 6.4MG TAB             1*10TAB,28,7
433,ANGIPLAT 2.5MG CAP            25CAP,16,4
434,ANGIPLAT 6.5MG CAP            25CAP,3,1
435,ANGISPAN TR 2.5MG CAP         25CAP,6,2
436,ANGISTAT 2.5MG CAP            25CAP,14,4
437,ANGIWELL 2.6 TAB              1*30TAB,2,1
438,ANGIZAAR 25MG TAB             1*10TAB,41,11
439,ANGIZAAR 50MG TAB             1*10TAB,43,11
440,ANGIZAAR H TAB                1*10TAB,2,1
441,ANGIZEM DP 90MG CAP           1*10CAP,3,1
442,ANKLE BINDER (L) OPTIMA       1PIC,1,1
443,ANKLET (M)                    1PIC,1,1
444,ANKLET BINDER(L)              1PIC,3,1
445,ANO METROGYL GEL              20G,1,1
446,ANOBLISS CREAM                30GM,9,3
447,ANOVATE CREAM                 20GM,7,2
448,ANTHOCYN TX TAB               1*10TAB,7,2
449,ANTI D 300MCG INJ             1 INJ,1,1
450,ANTI FUNGAL CREAM             25GM,23,6
451,ANTIBLUE 10MG TAB             1*20TAB,9,3
452,ANTIBLUE 25MG TAB             1*20TAB,6,2
453,ANTIBLUE PLUS TAB             1*20TAB,4,1
454,ANTIDEP 25MG TAB              1*10TAB,1,1
455,ANTOX 4G CAP                  1*10CAP,3,1
456,ANTOXID CAP                   1*30CAP,1,1
457,ANTOXID HC CAP                1*30CAP,1,1
458,ANTOXID P TAB                 1*10TAB,1,1
459,ANTOXIPAN TAB                 1*15TAB,18,5
460,ANXIPAN CAPS                  1*10CAP,11,3
461,ANXIT 0.25MG TAB              1*15TAB,10,3
462,ANXOZAP 10MG TAB              1*10TAB,6,2
463,ANXOZAP 15MG TAB              1*10TAB,2,1
464,ANZA D TAB                    1*10TAB,13,4
465,ANZOP DSR                     1X10,5,2
466,APCOD SACHET                  5GM,114,29
467,APDROPS DM EYE DROP           5ML,2,1
468,APDROPS EYE DROP              5ML,3,1
469,APDROPS LP EYE DROP           5ML,2,1
470,APEXFER SYP                   150ML,1,1
471,APLAZAR TAB                   1*10TAB,122,31
472,APLEVANT 1.5G                 1,2,1
473,APPLEVIT-4G                   1X10,3,1
474,APREZO 20 TAB                 1*4TAB,4,1
475,APREZO 30MG TAB               1*10TAB,6,2
476,APRIVIT CAP                   1*10CAP,7,2
477,APTAMIL GOLD 1 RIFIL          400,2,1
478,APTAMIL-1 RFFIL               400GM,6,2
479,APTAMIL-1 TINA                400GM,12,3
480,APTAMIL-2 REFILL              400GM,7,2
481,APTAMIL-3 REFILL              400GM,1,1
482,APTAMIL-PRETERM TINA          400GM,19,5
483,APTEARS EYE DROP              10ML,1,1
484,APTIMUST SYRUP                200ML,1,1
485,APTIVATE SYRUP                175ML,3,1
486,APTIVATE SYRUP                450ML,11,3
487,AQUAGEST INJ                  1*INJ,3,1
488,AQUALUBE EYE DROP             10ML,4,1
489,AQUALUBE LIQUIGEL EYE DROP    10ML,1,1
490,AQUAMET NASAL SPRAY           12ML,1,1
491,AQUAOAT MOIST LOTION          250ML,1,1
492,AQUASOFT FC CREAM             60GM,5,2
493,AQUASOFT LOTION               100ML,2,1
494,AQUASOL A CAP                 30CAP,27,7
495,AQUAVIRON 25MG INJ            1ML,2,1
496,AQUAZIDE 12.5MG TAB           1*10TAB,11,3
497,ARACHITOL 6L INJ              1ML,16,4
498,ARACHITOL KIDS SYP            1*15ML,4,1
499,ARACHITOL NANO SOLU           4*5ML,131,33
500,ARACHITOL O TAB               1*10TAB,3,1
501,ARBITEL 40MG TAB              1*10TAB,1,1
502,ARBITEL AM TAB                1*10TAB,15,4
503,ARBITEL TRIO 50 TAB           1*10TAB,8,2
504,ARCALION TAB                  1*10TAB,1,1
505,ARETS TAB                     1X10,3,1
506,ARGIGOLD 1GM                  1*10TAB,3,1
507,ARGIHOPE TAB                  1*10TAB,1,1
508,ARGIPREG SACHET               6.5GM,316,79
509,ARICEP 10MG TAB               1*10TAB,13,4
510,ARICEP 5MG TAB                1*10TAB,29,8
511,ARICEP-M                      1*10TAB,9,3
512,ARIFINE-10                    1X10,1,1
513,ARIGABA NT TAB                1*10TAB,14,4
514,ARIGABA OIN.                  30G,5,2
515,ARIP MT 10MG TAB              1*15TAB,5,2
516,ARIP MT 15MG TAB              .1*15TAB,2,1
517,ARIP MT 5MG TAB               1*15TAB,5,2
518,ARISTOZYME CAP                1*15CAP,17,5
519,ARISTOZYME DROP               15ML,8,2
520,ARISTOZYME GOLD TAB           1*10TAB,7,2
521,ARISTOZYME SYRUP              200ML,74,19
522,ARIVAN 1MG TAB                1*10TAB,36,9
523,ARIVAN 2MG TAB                1*10TAB,25,7
524,ARIZEP 10MG TAB               1*10TAB,6,2
525,ARIZEP 15MG TAB               1*10TAB,26,7
526,ARIZEP 5 MD                   1X10,22,6
527,ARIZEP-20                     1X10,1,1
528,ARK GEL                       30GM,1,1
529,ARKAMIN TAB                   1*30TAB,80,20
530,ARMOD 50MG TAB                1*10TAB,4,1
531,AROPEN TAB                    10 TAB,12,3
532,ARPIZOL 10MG TAB              1*10TAB,5,2
533,ARPIZOL 15MG TAB              1*10TAB,1,1
534,ARPIZOL 20MG TAB              1*10TAB,3,1
535,ARPIZOL 2MG TAB               1*10TAB,7,2
536,ARPIZOL 30MG TAB              1*10TAB,12,3
537,ARPIZOL 5MG TAB               1*10TAB,13,4
538,ARVAST 10MG TAB               1*15TAB,2,1
539,ARVAST 20MG TAB               1*10TAB,4,1
540,ARVAST A 75MG CAP             1*10CAP,2,1
541,ARVAST F 5MG TAB              1*10TAB,14,4
542,ARVAST-CF 10MG TAB            1*10TAB,9,3
543,ARZU 5 TAB                    1*10TAB,6,2
544,ASCABIOL LOTION               120ML,4,1
545,ASCAZIN SYP                   70ML,1,1
546,ASCAZIN TAB                   1*10TAB,8,2
